work_id,perf_id_A,title_A,artist_A,yt_id_A,perf_id_B,title_B,artist_B,yt_id_B
112995,288627,Out of Nowhere,Harry Reser's Radio Band,XgzFV7P5J3c,1500065,Out of Nowhere,Vic Damone - Orch. under the direction of Camarata,VzIxS6FOTCE
112996,927974,I'm Gonna Wash That Man Right Outta My Hair,Phillip Mindenhall - Martin Hewitt,F8_2cG3Fm0Q,1017547,I'm Gonna Wash That Man Right outa My Hair,"Kiri Te Kanawa, Ambrosian Singers",hWJLqzWpxiU
113116,1360928,Sonny Boy,Sam Lanin and His Troubadours,9q__oD2uk0Y,1590013,Sonny Boy,Billy Elliott,ocjUePKpI_I
113218,1073486,A noite do meu bem,Tárcio,yDeBV82eHXk,1425505,La noche de mi amor,"Moncho con Diego ""El Cigala""",7m57WL5yXhs
113245,229437,Die Liebe ist ein seltsames Spiel,Vanessa Neigert,qsCfy8P-TC8,391549,Die Liebe ist ein seltsames Spiel,Wind [DE],FRW5T0oWmJE
113324,920870,Relaxin' at Camarillo,Clay Moore,zubt5nsTORI,1153707,Relaxin' at Camarillo,Lars Sundberg Quartet,uH6CRe6ALw0
113374,1394269,Yo te daría más,Jaime Morey con acompañamiento de orquesta y coros,PIx_Ww1rJdg,569509,Can I Trust You?,Tony Sandler and Ralph Young,Iz7F0ZbE8D8
113401,339160,Non ti scordar di me,Paul Potts,4YtxpIiwroY,1154996,Non ti scordar di me,Antonella Ruggiero,f6ScyiFOcVY
113430,123978,E se domani...,Gene Pitney,aTY2o3SCfJ4,1039808,E se domani...,C.A. Rossi,R-REgioNsNU
113512,160023,I'll Take Care of You,Mark Lanegan,lzWa8QdJ8-E,861445,I'll Take Care of You,Roy Hamilton,mV3yOu6uuy8
113514,322159,Any Way You Want It,Student Rick,BhZEyDIVuyk,1112836,Any Way You Want It,Yoga Pop Ups,UP3ICqbkU8E
113622,125170,Crawdad Song,Al & The Black Cats,51uVUTtXfrY,1700949,The Crawdad Song (You Get a Line),Dakota Blonde,o8Nhvn7IFY0
113688,1178656,Honky Tonk,Crazy Hambones,Jbc_jXRGE2Q,1520258,Honky Tonk Song,Ed Gary,Aakab0gQcfU
113870,1579621,Why,Tommy C,GhoN2zNASNw,1599043,"Bras dessus, bras dessous","Georges Jouvin, sa trompette d'or et son orchestre",hjw_TWoaTMc
113888,394181,Catch a Falling Star,Dana [IE],JnsyScIu1A4,397201,Catch a Falling Star,Beth Rowley,dM7JuA-jQK4
113894,408954,I Gotta Have My Baby Back,Ernie Ford & Glen Campbell,hBTy62SlR-Y,482729,I've Gotta Have My Baby Back,Ray Price,k7o60kmfQg8
113896,431344,I Love You So Much It Hurts,Al Caiola,WsI6tSRK6yk,915755,I Love You So Much,Die Geschwister Pfister,Dod75bSjWvg
114076,476225,Maybe You'll Be There,Bobby Vinton,u8Ek4Pn8xkY,587636,Maybe You'll Be There,Pamela Luss with Houston Person,AL0_2ZpJpg0
114095,650374,Oh Marie,Michael Bublé,zgPhZ8nVgSY,660800,Twist Marie,Chubby Checker,RiJC4FnXSbc
114251,215274,Beautiful Day,Axel Rudi Pell [Band],ZmsiutWsqkA,719665,Beautiful Day,[CMH Studio Artists],o5jJvTu42Xc
114266,974981,Sentado à beira do caminho,Wanderléa,hsGezkiCIEU,1416855,Sentado a la vera del camino,Raphael [ES],vHRHZ1J8Xck
114268,1566346,Mi corazón es un gitano,Sergio Pérez y su órgano,1y2-wtqO9qU,1340295,Ik weet niet waarom,John Leo,nEIaDYb4zto
114403,395784,Scarlet Begonias,Robert Hunter,eelmEEm-A6A,1675274,Scarlet Begonias,Roma Symphony Orchestra,pYO5h6sxK7g
114411,480843,Pennsylvania 6-5000,Mina [IT],7EaT8h5B94U,1217246,Pennsylvania 6-5000,Enoch Light & The Light Brigade,i0GxqOYY0fA
114420,1164420,Old Folks,JaZZmaZZørene,6d36LREj6SQ,543239,Old Folks,The Ritz [US],nyNiAK3I-ts
114480,525190,Nica's Dream,Joe Sample,QSNKcV-zBL8,795425,Nica's Dream,Francis Coletta,po8BABDCQ4Y
114490,135707,Sometimes I'm Happy,Bennie Green,oAaYimY5tkc,815121,Sometimes I'm Happy,Alice Day plus Cojazz,ow0GejJJ6Bs
114524,1289726,Give My Regards to Broadway,Squeek Steele,TXLu6m6Bta4,1371252,Give My Regards to Broadway,Donny Osmond,OGTAd7pjQmc
114558,814737,Stairway to the Stars,New York Trio,12l08-DNMFI,451833,Stairway to the Stars,Anne Ducros,wJ-iGYz1QLA
114606,1539814,C'est si bon,The Three Suns,Cez2qVCr0zI,1157979,C'est si bon,The Pete Allen Jazz Band,UkVDpNDYTJ0
114608,1493824,Sweet Lorraine,Retro Jazz Orchestra,ypXTW_z032E,580987,Sweet Lorraine,Louis Jordan,oO-lsQZ3Pzg
114609,1002073,Todo Amor Tem Um Fim,Yahoo,0nFKzS3zze0,1427561,Toda Noite Tem Seu Fim,Dado Dolabella,NaWp_u_CgMo
114814,603396,Easy Loving,Jack Barlow,kuW-GbCJv-0,1529751,Easy Lovin',Charlie McCoy,lJfiCxoTQq4
115127,720387,I Believe in Music,Daliah Lavi,oVT7ud52zLU,1014230,I Believe in Music,Allan Mortensen,VwW0Kz3K6vU
115153,342389,Sinuun minä luotan,Kirka,_pKBjZMOvzk,887449,My Melody of Love,Myron Floren,Dd5MT81ER08
115436,523236,Les beaux souvenirs,Ginette Reno,15ndF272cmk,664621,"Funny, Familiar, Forgotten Feelings",Larry Butler [US2],ZVy9svnQ5vI
115484,335305,Sur ma vie,Michel Delpech,9a78pZKnMVg,729413,Sur ma vie,Salvatore Adamo,DrsFNvOQrUc
115496,1707902,This Woman's Work,Voices in Your Head,4QF_42zPsW4,139359,This Woman's Work,E-Clypse feat. Jemma Price,7UvuX0-tRaA
115655,186255,Lonely Boy,Freddie and The Dreamers,BbPOY-ZSzH0,1437448,Lonely Boy,KK Sextettinn --  Óðinn,Bj28cTVR6yQ
115731,648058,Disarm,Lea W. Frey,bG5k6zHNDis,1700571,Disarm,Roma Symphony Orchestra,GsVaEW7Vo4I
115810,141265,Need You Now,Lady Antebellum,eM213aMKTHg,521287,Need You Now,Priscilla Mariano & Rodrigo di Castro,D-267kSzjkA
115848,1005345,Arrivederci Roma,Pier Angeli,qkyjkfA8oGI,1684745,Arrivederci Roma,Manuel Granada,f8d2tlhJgVA
115849,1112824,My Heart Reminds Me,Orchestra conducted by Jackie Gleason,1QJBAlDvckM,1488234,Podzimní koncert,Karel Gott,ZADSTfD6J4o
116066,875136,Gimme a Pig's Foot and a Bottle of Beer,Frankie (Half Pint) Jaxon,MIkRwdG9KNI,1517128,Gimme a Pigfoot (And a Bottle of Beer),Audra McDonald,XoYooMNjFAU
116089,418120,Funiculì funiculà,Clarke Boland Big Band,5QuD-kHB8Dg,1140478,Funiculi funicula,David Garrett,8t7WlAm2v3E
116101,1337163,Anthem,"Kevin Borg, Magnus Johansson, Marcos Ubeda",EOOJsV-B5lQ,1468841,Anthem,Jay Dref,uI5N4ecTFUE
116156,471119,Come What May,Tenors Un Limited,Kf7EZuX7Adw,1366576,Come What May,Borja y Beatriz,KuX4xFaUM_g
116256,693526,Moment to Moment,Kelly Eisenhour,e1HWe7NUoS0,1550279,Moment to Moment,Frank Sinatra,-C8O6x3SRcM
116397,475410,I'll Have to Say I Love You in a Song,Johnny Lee,hr0MHtyX8aQ,290962,"Daarom noem ik je ""m'n liefste"" in een lied",Cornelis Vreeswijk,BMu-A72jdxA
116648,147160,Numa Flor,Giane,xVxoPf4H_Hc,870091,U jednom cvetu,Vanja Stojković,UdXvCP010qY
116874,263954,Ore d'amore,Gianni Pettenati,H4EZ0zeEUYo,477971,The World We Knew,Amy Dickson,vy577TEhCAs
116975,904806,Όχι δεν σε συγχωρώ,Τάκης Αντωνιάδης,hBMyqbicZSw,754854,Et si tu n'existais pas,Anna Torres,f9w-QlPMi_E
116985,148619,Tornerò,Al Bano,Y78YGoHI03Y,1148080,Uudestaan,Inga Sulin,cVcITO3xqhw
117193,733864,Ding a Dong,Marcela Mangabeira,vv1j0nOoi0k,1369017,Ding-A-Dong,Small Talk,qfN3r415z_g
117297,150993,I'll Only Miss Her When I Think of Her,Frank Sinatra,fM8_eRvXHpg,734830,I'll Only Miss Her When I Think of Her,Dennis Bono,6mY3zHpKfog
117304,412595,All by Myself,"Warren Vaché, Sr. and the Syncopatin' Seven",Sf_D-wXBg7o,1104425,All by Myself,The Original Salty Dogs,xg25P2NOPT0
117330,151254,To Each His Own,Al Martino - Orchestra under the direction of Peter DeAngelis,ZCW0tjlPgMU,275463,To Each His Own,José Feliciano,7YvBPFQzrQU
117415,990646,Accarezzame,Roberto Murolo,wcs0Y0uj7-c,1008698,Accarezzame,Pino Calvi,u9YIH3Y0njo
117419,250656,Rock of Ages,Cristy Lane,lf9K06m-8N0,1264477,Rock of Ages,Kendra Logozar,WUVOJwi42wA
117455,1277481,The Candy Man,Cibo matto,ZezMSd4YG9U,1391414,The Candy Man,Debbie Gibson,UQoDOtK3tyk
117546,1007289,When You Believe,Glennis Grace ft. Do,-RnIsuIHnkk,1748815,When You Believe,Cynthia Colombo,Pk3EkoSX_2s
117749,155448,The Old Chisholm Trail,Michael Martin Murphey,Z3UATH1oKU0,1509660,The Old Chisholm Trail,Ed McCurdy – Rex Trailer,l79-2PBHoQw
117811,155689,The Climb,Miley Cyrus,NG2zyeVRcbs,276215,The Climb,Gavin Mikhail,zC_pIViRlJ8
117978,796170,My Eyes Adored You,Johnny Rivera,jujPHCLIvx0,397295,My Eyes Adored You,Denmark + Winter,mexYKAZKYJ0
117989,157135,Good Bait,Jimmy and Stacy Rowles,13NqlXL59PE,306667,Good Bait,"Scott Hamilton, Jesper Thilo",UuGUVoXygWM
118046,227825,I'm Gonna Be Strong,Blue Angel,omUnWmSrDJ8,348012,I'm Gonna Be Strong,Bill Medley,MftGDkhLeZg
118089,219070,I Like Chopin,V.I.P. [FR],r09NlUTno0Y,219075,I Like Chopin,Patrick Stuart,kJ_VK78dLKg
118168,347829,Morgen,Billy Vaughn and His Orchestra,iTVfjX0W_UY,399668,Morgen,The Ventures,IpqJ0V1XQiY
118262,1508533,Preciso aprender a ser só,Flavia K,ANfRgdJOUrE,1642292,Preciso aprender a ser só,Bettina Korall & Marinho Boffa,r7_Ca3rUTJk
118373,347452,A Dear John Letter,Pat O'Day with The Four Horsemen,E3-aIf3VY40,1613822,Dear John,Country Breeze,LaSnEOwoeKQ
118379,446520,Anthropology,James Moody,sqag88ET3DQ,806031,Anthropology,Elisabeth Lohninger Quartet,u75KM2HGHXA
118408,160440,Sa jeunesse... entre ses mains,L'âme des poètes,iJFnqWRnXl0,1428184,"Juventud, divino tesoro",Charles Aznavour accompagné par Jean Leccia et son trio,ncwWVX2PuJM
118525,315549,California Soul,Bruce Cloud,OCT-AHcxcd4,1151986,California Soul,Nick Ashford,T0SadL7VPy0
118683,477926,Someday,Lee Roy Parnell,kLhHdmdIgHI,528780,Someday,Brian Ice,F4VxIs0JuGA
118713,163033,Don't Take Your Love from Me,The Three Suns,2_gzbD1J3ME,550566,Don't Take Your Love from Me,Lou Preager and His Orchestra - Vocalist: Rita Williams,mLCOYcjKv7Y
118849,1634033,My Immortal,Nadia Eide,w1KZSZYZHl0,1137272,My Immortal,Studio All-Stars,Q2irAB526xc
119508,167109,Return to Me,Dean Martin with Orchestra and Chorus conducted by Gus Levene,EpBjgQlT_jA,750267,Return to Me,Jerry Vale arranged and conducted by Glenn Osser,jquhqP5MRK0
119515,902836,Slow Dancing in a Burning Room,Jonah Baker,_TiwnO4EWYo,1052855,Slow Dancing in a Burning Room,Gareth Bush,Mj8DdeJBiJE
119676,127704,Waterloo,Brdr. Olsen,lJnwmu14SjA,710173,Waterloo,Claudia Barbosa,KBdfpnmMVe8
119724,1139849,You Can Call Me Al,The Tribute Co.,NDdv5cSeTp8,271818,You Can Call Me Al,Inspection Twelve,ZMkEXVyqnrI
119901,858974,Malagueña,Caterina Valente - Werner Müller and His Orchestra,54tWyuRq34Y,1614103,Malagueña,Friedrich Lips,niIC2v0KDHI
120063,1107567,Wolverine Blues,Graeme Bell and His Dixieland Band,WJckX5uWJ8o,1413371,Wolverine Blues,Gene Rodemich's Orchestra,IvqEwArBCCw
120145,599754,I Hear a Rhapsody,Gerard Hagen Trio,BDH93dMvzaY,794733,I Hear a Rhapsody,The Jimmy Bruno Trio with Scott Hamilton,7IAQJ6n8cO8
120236,1172891,Fireflies,OG3NE,psMYOfhhJrU,1312157,Fireflies,TheRealSullyG,x5K-fWNT0C0
120738,1513993,Yes Sir I Can Boogie,Juan Torres,ATa7r7tKW7k,1644962,"Yes Sir, I Can Boogie '99",Baccara 2000 featuring Michael Yuniversal,eA937NB9I9Q
120777,493552,Genghis Khan,The Twang [DE],ulV4c_N6CvQ,884650,Τζένγκις Χαν,Λάκης Τζορντανέλι - Μάρθα Ηρακλέους,jN_xl8Kv36Y
120978,1304906,Feel Good Inc,Graeme James,lX3Ks9nbyNc,1304906,Feel Good Inc,Graeme James,lX3Ks9nbyNc
121217,1403924,Vem morena,André Rio,FHZBCq_DqpM,1637703,Vem morena,Luan Estilizado,q6DWOAfOtWQ
121324,181710,South Australia,Gaelic Storm,LJrDutpQMjQ,515051,South Australia,Ryan's Fancy,MhKna9P0DGM
121325,1496680,Raglan Road,Patrick Dexter,AYUtPKGw4Cc,181697,Raglan Road,Loreena McKennitt,K0sFwjkheKw
121401,407909,The Continental,Ferrante and Teicher,LtybZ4E7Caw,1265703,The Continental,Norrie Paramor and His Orchestra,uYfKXu6ULas
121444,222737,My Man,"Beryl Bryden, Bud Freeman",ciketywKxZY,409567,My Man,Kathy Kirby,s8QqZhkM7dk
121460,567171,Turning Tables,Jingo,BS3tH5kfrsg,1124841,Turning Tables,Music Box Mania,JiXrB__rlCs
121462,492913,As if We Never Said Goodbye,Laurie Beechman,1DvcTdce_88,1509067,As if We Never Said Goodbye,Jonathan Roxmouth,yb4Gt04Iv2w
121598,279683,Up on the Housetop,Bob Keefe,nXl_piiF3m0,357723,Are You Sleeping?,Crofts Family,btAB0zOUBt8
121610,185291,Where No One Stands Alone,Merle Haggard,Ku3T-2Ubi-A,185314,Where No One Stands Alone,The Peasall Sisters,KDv3DsGjMMg
121662,677644,The Benny Hill Show - Yakety Sax,London Music Works,sYOxNY4qRsQ,1161325,Yakety Sax,Svatopluk Čech,wCct3Lziv3w
121694,1294165,Fairest Lord Jesus,2nd Chapter of Acts,PvMpy1llK7k,1730234,Fairest Lord Jesus,Bow and Ivory,x3tb_B8SVQc
121804,299127,That Silver Haired Daddy of Mine,Howard Crockett,Dz0XMFvcLqQ,369835,Silver Haired Daddy,Donn Reynolds,XKiRgMCHbrM
122008,1325682,Peanut Vender,Brave Combo,nzzaXhoP9VM,1490577,The Peanut Vendor,Original Trinidad Tropicana Steel-Band,WrW67E5mHeM
122137,193162,Waiting for the Robert E. Lee,Dean Martin with Dick Stabile's Dixie-Cats,i56M_tjhdrk,1377630,Waiting for the Robert E. Lee,Sophie Tucker,DMNgbFvQTl8
122141,965436,"Marmor, Stein und Eisen bricht",Bavarian Banditos,yoTcL3469ig,321815,Marble Breaks,Step by Step & Lea,-t7_jcZ1skE
122192,190646,Remember Me,"""T"" Texas Tyler and His Oklahoma Melody Boys",34SzR8yL7v4,329545,Remember Me (When the Candle Lights Are Gleaming),Red Foley and Judy Martin,9ZenoSeWV_g
122193,190656,Perfect,Fairground Attraction,txapREGWHp0,232590,It's Got to Be Perfect,Boppin' B,S3YHQilI6Zc
122348,467180,The Foggy Dew,Bob Rowe,QPJemLx7pW4,1289248,The Foggy Dew,Mary Behan Miller,gNiYePUYOfQ
122357,533619,I'll Walk Alone,Louis Armstrong and His Orchestra,jjK3G2gxBBc,537394,I'll Walk Alone,Marty Robbins,MDC_d5zaGA0
122423,226926,I Know You Rider,Gale Garnett - Orchestra conducted by Sid Bass,G5etHTC-3jo,984925,I Know My Rider (I Know You Rider),The Byrds,5121brCW-eg
122424,949017,Just as I Am,MercyMe,5ljGRXhcf9U,1474147,Just as I Am,Brothers of the Heart,GZKn-FXrMmg
122729,884198,My Little Boat,Kent Hewitt,-tgJ_Xh7rMY,1060692,O barquinho,Roberta Vieira,rGQQ6srsuLI
122745,735530,Dreamsville,Sandra Day Rossi,_s1JMAWlBYc,1448071,Dreamsville,Sid Eden,OvUndYBWz_g
122785,1279364,In the End,Robyn Adele feat. Scott Tixier,36bYIrZfBA8,1543057,In the End,Fever 333,WLicytjzLOs
122988,199839,Charleston,Arthur Gibbs and His Gang,uRyf-jfk4cQ,1285951,Charleston,Chema Peñalver,KvYeSmj4J8U
123105,432883,Where Do You Start?,Kitty Margolis,ImNZDuiBM6k,1528148,Where Do You Start,The Nicki Allan Sextet,NHogss-mtLM
123106,472918,When She Loved Me,Brigham Young University Vocal Point,zUWPfkM3gQk,839781,When She Loved Me,Ian Patrick Gibb,DiHcsAvsj8I
123219,365085,Maple Leaf Rag,Joshua Rifkin,Rad6UvoGHV8,1097091,Maple Leaf Rag,Bill Knopf,mgC_emgT3yA
123240,1463221,La hiedra,Flor Silvestre,OeM7flWTNb4,1489595,The Dawn of Love,Jerry Vale,PUvXJrqGwOE
123315,251818,Tristeza,Fausto Papetti,kO9VO694JJE,879308,Tristeza,Daniel Barenboim,8Rb7nC5w0ug
123537,1095411,Gravity,Annapantsu,y29zn_QKW1s,1560545,Gravity,Faux Paz,Azesq0t78OU
123590,490796,Don't Be Angry,Becky Schlegel,8_f07VpS85k,956530,Don't Be Angry,Tony Allen [IE],7fd_9u_6htw
123685,206642,Angelina Baker,Psaltrio,xdwskPapJIc,1572124,Angeline the Baker,Abby Mae & The Homeschool Boys,brz5X1LuUJ8
124067,814003,Why Try to Change Me Now,Sweet Jazz Trio with Isabella Lundgren,O7jmxb1KUx8,1531232,Why Try to Change Me Now?,Cathi Walkup,8bRF77iQY8k
124151,928183,Construção,Banda de Boca,Ya3HZ2F9yKs,1309944,Construção,Sant Andreu Jazz Band,nlDSKooO-dc
124175,210507,When You Wore a Tulip and I Wore a Big Red Rose,American Quartet,j5YEAG9G9_Q,940902,When You Wore a Tulip,Roy Smeck,KnanlS46u8Y
124373,262762,Gambler's Guitar,Merle Travis,3RxOyKs2MHM,693462,Naurava kulkuri,Kusela,iqxrijbzRjg
124399,399227,Save Tonight,Alex Goot + Chad Sugg,XWS3vDpatL4,713318,Save Tonight,Hewlett Anderson Waslousky,7fBQsOseVbQ
124404,659345,"Please, Mr. Please",Saskia & Serge,wYCcF_f1w44,733377,Viistoista siis,Taiska,Dr1pydrS5ow
124420,673386,Dans mon lit,Petula Clark,D6WSPh1Wa38,754192,Tiny Bubbles,Greg MacDonald,qpK6g_dYaBk
124434,218829,Lo! How a Rose E'er Blooming,Bells of the Cascades,JBfQiELYhgg,1375649,"Lo, How a Rose E'er Blooming",Ane Brun,h5UKAXLolPc
124637,1237493,Daahoud,Magic Malik,AYlfbWf99KM,713280,Daahoud,Jeff Hamilton Trio,U5DdhRnFO2o
124642,1270391,O Christmas Tree - O Tannenbaum,Joe Bongiorno,MzeX7BEtQSQ,1664800,O Christmas Tree,Wynn Erickson,BFY4MuP3PDs
124653,687625,Too Much Love Will Kill You,Lawrence [Saifam],b8cT0D8aeTo,675209,A szerelem megöl majd,Adagio [HU],zCzZ1s_rj34
124718,215774,God Bless the USA,Beyoncé,XnCNHFg9y1Q,339642,God Bless the USA,Kristy Lee Cook,c95C9WhJPKw
124778,241371,Somebody That I Used to Know,Mayday Parade ft. Vic Fuentes,ftE9uSPpecs,517703,Somebody That I Used to Know,Jason Chen,9hAWmi3G_YU
125101,763696,"Still, Still, Still",Linda McKechnie with the Don Marsh Orchestra,b8d-zX7G7_g,1262035,"Still, still, still",Wayne Jones [US],zGOiuwI6NAw
125211,503800,After the Lights Go down Low,Freda Payne,HJGXi2R6aDk,487715,After the Lights Go down Low,Joe Simon,OMrasN7zaSM
125220,487311,Throw It Away,Silvia Infascelli,zFQ5Mrwa1Ik,545774,Throw It Away,Hilde Hefte,C7SC7HSn3HU
125304,218576,Bells of St. Mary,Lee Andrews and The Hearts,s89V07Dj1_k,1233664,The Bells of St. Mary's,Sweet Mary Cat & Their American Friends,e10DSBoZ36Q
125307,1366165,Charmaine,Klaus Wunderlich,gb3lcAgYW7A,1461419,Charmaine,"Harry Barth's Orchestra (Vocal Chorus, W. Neff)",4jiBLlwlGcA
125309,223119,In the Morning,Bee Gees,9dy56zbpuK8,1555065,Morning of My Life,Ebony Buckle,vtz4n5Nawic
125404,432221,I Want to Be a Cowboy's Sweetheart,High Hills Bluegrass Band,7RcZdAXp960,219338,I Want to Be a Cowboy's Sweetheart,Rosalie Allen,fnuHXhVkx84
125539,769747,April in Portugal,Bert Kampfert and His Orchestra,R2qOd3gqKEw,813158,April in Portugal,Eddie Calvert,x7l7je8p160
125894,221596,Hawaiian War Chant,Martin Denny,EJmk8tJmq5E,351783,Hawaiian War Chant,Billy Mure,028W_esu9JQ
125901,357728,Drivin' Nails in My Coffin,The Hotmud Family,LqR9m5maTgw,973226,Drivin' Nails in My Coffin,The Osborne Brothers,yjYOHd2BMH0
126024,222198,Walk Away,Brenda Lee,7XVP22Zgczc,1144400,Ga nu heen,Jo Vally,r3fqpdSj_qk
126063,222835,Mercì Cherie,Adoro,lUAK5oIw4BM,1652351,Merci cherie,Eddie Low,nGcZU4MvL14
126074,606780,The Entertainer,Chet Atkins,cUh3vekmvq8,1044097,The Entertainer,Paul Bisaccia,NT5zkDRHc9w
126108,1122671,"Goodbye, My Love, Goodbye",Ady Zehnpfennig,lGeCQL3xV7U,1581210,Goodbye My Love,Rafael Ferro,cxx6e17WeaI
126300,224211,Vipers Drag,Aki Takase,-jEGZ68dC7k,1338438,Timeless Rag,Lorraine Feather,9ketmgnJsuE
126452,225250,Charlie Brown,Benito Di Paula,CEemrSfhlPw,1386055,Charlie Brown,Ginnys,fAhgQNrEhfI
126478,739580,Candy,Scott Hamilton - Dusko Goykovich,XLlXqC4vrW8,1509983,Candy,Jeremy Monteiro,3j50R7XUCwE
126495,570379,How Can You Face Me?,Barbara Dane with Tammy Hall,9GoQ3wapI3w,225686,How Can You Face Me,Donald Lambert,yI1sWukCs2Y
126496,751782,I Waited for You,Mike Wofford,cwzUxo5jmJo,982468,I Waited for You,Gianni Basso meets Enrico Rava,_m3uQOyDPoQ
126520,709300,All Star,Macy Kate & Casey Breves - Kurt Hugo Schneider,J_It_SvRx3g,1399045,All Star,Citizen Shade,sKe5qqR1YoA
126576,577730,Yo no te pido la luna,Daniela Romo,3XIet6lHRhI,577760,Yo no te pido la luna,Bip,OacIxV6icBQ
126671,561920,Chitty Chitty Bang Bang,Mantovani and His Orchestra,NtRTgOutKXw,1236342,Chitty Chitty Bang Bang,Living Marimbas,oSn8eysOtEE
126789,391032,Don't You Ever Get Tired of Hurting Me,Nat Stuckey,py6oR-F97JA,963907,Don't You Ever Get Tired of Hurting Me,Roly Daniels,dHELIJ4TTTQ
126840,1679637,"Civilization (Bongo, Bongo, Bongo)",Sam and the Saxtones,TRPN8RJEMd8,725521,Bongo bongo,Olavi Virta,WqCufbVBex0
126864,228263,Beale Street Mama,Erskine Butterfield and His Blue Boys,9-_mX-dNJCo,228339,Beale Street Mama,Ladd's Black Aces,tSrFlnYNpfg
126987,229201,Let the Rest of the World Go By,Elizabeth Spencer—Charles Hart,OOEjmBZFZds,1297463,Map of the World,The Smothers Brothers,nHE6tPFvhCc
127052,701869,Un bacio all' Italiana,Conny,zowQIS0sga0,1030277,Tina och Marina,Tina och Marina,wKXuMKMSPN4
127079,1420016,Johanna,Peter Nordahl Trio,8Z_mnwggbGI,1598986,Johanna,"Davis Gaines - New York Philharmonic - Andrew Litton, Conductor",7hb2ulx5moE
127175,231115,The Naughty Lady of Shady Lane,Ray Charles,iHl0Kk-rY-E,503288,The Naughty Lady of Shady Lane,Jim Lowe [US1],YU02CwFoz7I
127183,969412,Island in the Sun,Jigs,nXom0oOVKhg,1213710,Island in the Sun,Kent Arnsbarger,0XnfmOXHmfw
127340,492136,Four or Five Times,The Honky Tonk Playboys,Wp22ZfrEykE,1169564,Four or Five Times,Lew Green and Joe Muranyi,OH0lJ5eTdtk
127536,862609,River of Dreams,Bolyki Brothers,DAKszVecHdM,1077168,The River of Dreams,Jane McDonald,rO0E19iQzuc
127541,234854,Any Dream Will Do,Jason Donovan,3T57_15lAl8,311876,Any Dream Will Do,Lee Mead,G_dYMhHQnZM
127543,1020078,From Monday On,Joe Mooney,WMOm78emOdY,1381637,From Monday On,Red McKenzie with The Spirits of Rhythm,quGC5QJpt3M
127617,907264,Telefone,Amigo Tom,FNtVJAiNKUc,652916,Telefone,Nara Leão,nD8FNTKdqcY
127732,596677,Strong Enough,Rob Arthur,_iODYq95yMk,1127301,Strong Enough,Guitar Tribute Players,zed432UEHvQ
127828,1297157,I Got a Name,Le grand orchestre de Paul Mauriat,MKBc26VmHJ8,1538774,I Got a Name,Chris Laubis,1IhcrxN_eyk
127878,236947,An Evening Prayer,Paal Flaata,v4Gw4TaKEs0,1008779,An Evening Prayer,Kate Smith - Arranged and conducted by Glenn Osser,BD9zle682iw
127976,223041,Keep Your Hand on the Plow,Carol Leigh & The Dumoustier Stompers,ukivKFQ4s00,570851,Eyes on the Prize,Eric Church,emIETWoom54
128091,375048,Neighbour Neighbour,Dr. Feelgood,GihQgKujFb0,238524,"""Neighbor"" Tend to Your Business",The Fabulous Thunderbirds,X9YDIWIkyiY
128361,1273604,All Through the Night,David Qualey,BrvTv0-7gKU,247764,All Through the Night,Olivia Newton-John featuring Michael McDonald,NOG9eAmh3h8
128367,860303,Delicado,Ladi Geisler,kaDdHma0zG8,1285486,Delicado,Marco Bernardo,hN0HkdGp6Rw
128540,241548,You Oughta Be in Pictures,Arthur Nichols and His Orchestra - Vocal Chorus by Joey Nash,gEZK29tkwBE,241652,You Oughta Be in Pictures,André Previn – Big Band under the direction of Johnny Williams,biu8CFXUgLE
128743,1297255,The Reason,Caleb Hyles,CouCHbHy998,913145,The Reason,Kian Egan,wo_NQN3txRs
128968,243708,The Cat Came Back,Riley Puckett,bl6u_VmLPuk,1021672,The Cat Came Back,David Holt,NftcF5FL87I
128977,886304,Canto triste,Ofelia del Rosal,ajkr8nzbZwo,921555,Canto triste,Siomara Nogari,5WBpdoJ1dsc
129108,452410,The Gentleman Is a Dope,Bernadette Peters,wdXWAfOxWWU,1451507,The Gentleman Is a Dope,Barbara Cook,uuB6Xpwj0GU
129302,331880,Chariots of Fire,Marston Smith,ZS2qXSnq4rg,779710,Die Liebe zu dir,Johannes Kalpers,E4nKXWwHdf4
129361,850978,Roma nun fa' la stupida stasera,Pino Calvi,uph3mtZ4q1o,1039833,Roma nun fa' la stupida stasera,Leopoldo Mastelloni,F-PdUGdR6B8
129583,367549,My Love,"Sonny James, The Southern Gentleman",SvuCzuBN3sU,1382859,Mi amor,Gelu,EmyAiazk4A8
129751,764805,Will You Miss Me,Catherine Irwin,mYET4XxTBNY,1089719,Will You Miss Me,Johnny McEvoy,NJ3-zErEPqQ
129880,250755,Till,Jerry Vale,_enP6f8m1pw,398393,Till,The Lennon Sisters,SYyOCuvcoeI
129882,1162770,My Mammy,Jerry Lewis,lhYwuSJ_b5M,1217790,My Mammy,Clive Baldwin,g_RYdBGD3pU
130103,253026,Retalhos de cetim,Sambô,uY1WpsJACBk,950513,Retalhos de cetim,Marcelo Quintanilha ‎,KC10U2ucZqs
130108,1579721,So This Is Love,The Gismo Graf Trio & Friends,iNdjMwtokaw,529475,Esto es amor,Mocedades,0eezGrCrn5s
130689,641403,Forever and Ever,Sharifah Aini,UymJ5ulCTLA,1457289,Forever and Ever,Mario Cavallero et ses chanteurs,umxsEjpT1Rc
